INFO:     Will watch for changes in these directories: ['/home/niko/Proyectos/C_sol/Vyntra/backend']
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
INFO:     Started reloader process [7084] using WatchFiles
INFO:     Started server process [7144]
INFO:     Waiting for application startup.
[2026-06-08 11:27:10,309] INFO siee.core | siee core booting (Supabase)
[2026-06-08 11:27:38,605] DEBUG httpcore.http2 | send_request_headers.complete
[2026-06-08 11:27:38,606] DEBUG httpcore.http2 | send_request_body.started request=<Request [b'GET']> stream_id=11
[2026-06-08 11:27:38,606] DEBUG httpcore.http2 | send_request_body.complete
[2026-06-08 11:27:38,607] DEBUG httpcore.http2 | receive_response_headers.started request=<Request [b'GET']> stream_id=11
[2026-06-08 11:27:38,873] DEBUG hpack.hpack | Decoding b"\x88\xc8\xe4\xc7\xd1\x7f#\x8f\x18\x1e}\xa6d+r\x8d\xf2\xb2\xcb\x8b]\xd5\x8b\xe2]\xe8a\t\xb6B\xd4\x98\xa9*G \xd2?\xf2\xbb\x0f)\xa8,F\x92\x02\xf6\\\x8eH\xe8Zlk\nR\x05f\x9ai\xb5\xa3q\xa0\xad!\x1b\x962\xbc\xd3\xf26\xcf\xc2\x0bAH\x98\tm\x96\x16\xa4\xc4\x84\x8d6\xa1Q^\xa4\xf5&tDj\xa2\x1d\x96\x14v!Q^\x94\xd5\x0e\xa2\x18tD~\xe5\xb2\xc3HUEy'H\xe8\x8a1\xd0:\x88_\xe0\xdf\xdd\xdc\xdb\xda\x7f\x1a\x99\x00_(\xde\x04\xab\r\xd0\x01gE\x18\xd6\x18\xc6\xe2\xcd\x8eW\xa3x\x11\xb2\xe8\x05\xd9\x7f\x19\x014\xd8"
[2026-06-08 11:27:38,874] DEBUG hpack.hpack | Decoded 8, consumed 1 bytes
[2026-06-08 11:27:38,874] DEBUG hpack.hpack | Decoded (b':status', b'200'), consumed 1
[2026-06-08 11:27:38,874] DEBUG hpack.hpack | Decoded 72, consumed 1 bytes
[2026-06-08 11:27:38,875] DEBUG hpack.hpack | Decoded (b'date', b'Mon, 08 Jun 2026 16:27:38 GMT'), consumed 1
[2026-06-08 11:27:38,875] DEBUG hpack.hpack | Decoded 100, consumed 1 bytes
[2026-06-08 11:27:38,875] DEBUG hpack.hpack | Decoded (b'content-type', b'application/json; charset=utf-8'), consumed 1
[2026-06-08 11:27:38,875] DEBUG hpack.hpack | Decoded 71, consumed 1 bytes
[2026-06-08 11:27:38,876] DEBUG hpack.hpack | Decoded (b'content-length', <memory at 0x7f9005e547c0>), consumed 1
[2026-06-08 11:27:38,876] DEBUG hpack.hpack | Decoded 81, consumed 1 bytes
[2026-06-08 11:27:38,876] DEBUG hpack.hpack | Decoded (b'content-range', <memory at 0x7f900606ba00>), consumed 1
[2026-06-08 11:27:38,876] DEBUG hpack.hpack | Decoded 98, consumed 2 bytes
[2026-06-08 11:27:38,877] DEBUG hpack.hpack | Decoded 15, consumed 1 bytes
[2026-06-08 11:27:38,877] DEBUG hpack.hpack | Decoded (b'cf-ray', b'a08943de5fa9e336-BOG'), total consumed 18 bytes, indexed True
[2026-06-08 11:27:38,878] DEBUG hpack.hpack | Decoded 98, consumed 1 bytes
[2026-06-08 11:27:38,878] DEBUG hpack.hpack | Decoded (b'cf-cache-status', b'DYNAMIC'), consumed 1
[2026-06-08 11:27:38,878] DEBUG hpack.hpack | Decoded 29, consumed 1 bytes
[2026-06-08 11:27:38,879] DEBUG hpack.hpack | Decoded 104, consumed 1 bytes
[2026-06-08 11:27:38,879] DEBUG hpack.hpack | Decoded (b'content-location', b'/student_metadata?profile_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53&select=current_status%2Cmonths_in_arrears%2Cfinancial_override%2Ctotal_balance'), total consumed 106 bytes, indexed True
[2026-06-08 11:27:38,879] DEBUG hpack.hpack | Decoded 96, consumed 1 bytes
[2026-06-08 11:27:38,880] DEBUG hpack.hpack | Decoded (b'server', b'cloudflare'), consumed 1
[2026-06-08 11:27:38,880] DEBUG hpack.hpack | Decoded 95, consumed 1 bytes
[2026-06-08 11:27:38,880] DEBUG hpack.hpack | Decoded (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), consumed 1
[2026-06-08 11:27:38,881] DEBUG hpack.hpack | Decoded 93, consumed 1 bytes
[2026-06-08 11:27:38,881] DEBUG hpack.hpack | Decoded (b'x-content-type-options', b'nosniff'), consumed 1
[2026-06-08 11:27:38,881] DEBUG hpack.hpack | Decoded 92, consumed 1 bytes
[2026-06-08 11:27:38,882] DEBUG hpack.hpack | Decoded (b'content-profile', b'public'), consumed 1
[2026-06-08 11:27:38,882] DEBUG hpack.hpack | Decoded 91, consumed 1 bytes
[2026-06-08 11:27:38,882] DEBUG hpack.hpack | Decoded (b'sb-gateway-version', <memory at 0x7f900606a440>), consumed 1
[2026-06-08 11:27:38,883] DEBUG hpack.hpack | Decoded 90, consumed 1 bytes
[2026-06-08 11:27:38,883] DEBUG hpack.hpack | Decoded (b'sb-project-ref', b'fpombaziyombczyfdryt'), consumed 1
[2026-06-08 11:27:38,884] DEBUG hpack.hpack | Decoded 89, consumed 2 bytes
[2026-06-08 11:27:38,884] DEBUG hpack.hpack | Decoded 25, consumed 1 bytes
[2026-06-08 11:27:38,885] DEBUG hpack.hpack | Decoded (b'sb-request-id', b'019ea80f-a700-72ba-aaa6-5af8b80b3702'), total consumed 28 bytes, indexed True
[2026-06-08 11:27:38,885] DEBUG hpack.hpack | Decoded 89, consumed 1 bytes
[2026-06-08 11:27:38,885] DEBUG hpack.hpack | Decoded (b'x-envoy-attempt-count', <memory at 0x7f900606a500>), consumed 1
[2026-06-08 11:27:38,886] DEBUG hpack.hpack | Decoded 88, consumed 2 bytes
[2026-06-08 11:27:38,886] DEBUG hpack.hpack | Decoded 1, consumed 1 bytes
[2026-06-08 11:27:38,887] DEBUG hpack.hpack | Decoded (b'x-envoy-upstream-service-time', <memory at 0x7f9005e54dc0>), total consumed 4 bytes, indexed True
[2026-06-08 11:27:38,887] DEBUG hpack.hpack | Decoded 88, consumed 1 bytes
[2026-06-08 11:27:38,887] DEBUG hpack.hpack | Decoded (b'alt-svc', b'h3=":443"; ma=86400'), consumed 1
[2026-06-08 11:27:38,889] DEBUG httpcore.http2 | receive_response_headers.complete return_value=(200, [(b'date', b'Mon, 08 Jun 2026 16:27:38 GMT'), (b'content-type', b'application/json; charset=utf-8'), (b'content-length', b'2'), (b'content-range', b'*/*'), (b'cf-ray', b'a08943de5fa9e336-BOG'), (b'cf-cache-status', b'DYNAMIC'), (b'content-location', b'/student_metadata?profile_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53&select=current_status%2Cmonths_in_arrears%2Cfinancial_override%2Ctotal_balance'), (b'server', b'cloudflare'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'x-content-type-options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'fpombaziyombczyfdryt'), (b'sb-request-id', b'019ea80f-a700-72ba-aaa6-5af8b80b3702'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'4'), (b'alt-svc', b'h3=":443"; ma=86400')])
[2026-06-08 11:27:38,891] INFO httpx | HTTP Request: GET https://fpombaziyombczyfdryt.supabase.co/rest/v1/student_metadata?select=current_status%2Cmonths_in_arrears%2Cfinancial_override%2Ctotal_balance&profile_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53 "HTTP/2 200 OK"
[2026-06-08 11:27:38,892] DEBUG httpcore.http2 | receive_response_body.started request=<Request [b'GET']> stream_id=11
[2026-06-08 11:27:38,894] DEBUG httpcore.http2 | receive_response_body.complete
[2026-06-08 11:27:38,894] DEBUG httpcore.http2 | response_closed.started stream_id=11
[2026-06-08 11:27:38,895] DEBUG httpcore.http2 | response_closed.complete
[2026-06-08 11:27:38,895] DEBUG siee.ai_agent | user context for student (c6d7145a): 30 chars
[2026-06-08 11:27:38,901] DEBUG httpcore.http2 | send_request_headers.started request=<Request [b'GET']> stream_id=13
[2026-06-08 11:27:38,903] DEBUG hpack.hpack | Adding (b':method', b'GET') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,903] DEBUG hpack.hpack | Encoding 2 with 7 bits
[2026-06-08 11:27:38,904] DEBUG hpack.hpack | Adding (b':authority', b'fpombaziyombczyfdryt.supabase.co') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,905] DEBUG hpack.hpack | Encoding 83 with 7 bits
[2026-06-08 11:27:38,905] DEBUG hpack.hpack | Adding (b':scheme', b'https') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,905] DEBUG hpack.hpack | Encoding 7 with 7 bits
[2026-06-08 11:27:38,906] DEBUG hpack.hpack | Adding (b':path', b'/rest/v1/conversations?select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53&role=eq.student&order=created_at.desc&limit=1') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,906] DEBUG hpack.hpack | Encoding 4 with 6 bits
[2026-06-08 11:27:38,907] DEBUG hpack.hpack | Encoding 94 with 7 bits
[2026-06-08 11:27:38,908] DEBUG hpack.hpack | Adding (b'accept', b'*/*') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,908] DEBUG hpack.hpack | Encoding 82 with 7 bits
[2026-06-08 11:27:38,909] DEBUG hpack.hpack | Adding (b'accept-encoding', b'gzip, deflate, zstd') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,909] DEBUG hpack.hpack | Encoding 81 with 7 bits
[2026-06-08 11:27:38,910] DEBUG hpack.hpack | Adding (b'user-agent', b'python-httpx/0.28.1') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,910] DEBUG hpack.hpack | Encoding 80 with 7 bits
[2026-06-08 11:27:38,910] DEBUG hpack.hpack | Adding (b'x-client-info', b'supabase-py/2.30.1') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,911] DEBUG hpack.hpack | Encoding 79 with 7 bits
[2026-06-08 11:27:38,911] DEBUG hpack.hpack | Adding (b'x-supabase-client-platform', b'Linux') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,912] DEBUG hpack.hpack | Encoding 78 with 7 bits
[2026-06-08 11:27:38,912] DEBUG hpack.hpack | Adding (b'x-supabase-client-platform-version', b'7.0.11-1-cachyos-bore') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,913] DEBUG hpack.hpack | Encoding 77 with 7 bits
[2026-06-08 11:27:38,913] DEBUG hpack.hpack | Adding (b'x-supabase-client-runtime', b'python') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,913] DEBUG hpack.hpack | Encoding 76 with 7 bits
[2026-06-08 11:27:38,914] DEBUG hpack.hpack | Adding (b'x-supabase-client-runtime-version', b'3.14.5') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,915] DEBUG hpack.hpack | Encoding 75 with 7 bits
[2026-06-08 11:27:38,915] DEBUG hpack.hpack | Adding (b'apikey', b'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImZwb21iYXppeW9tYmN6eWZkcnl0Iiwicm9sZSI6InNlcnZpY2Vfcm9sZSIsImlhdCI6MTc4MDA4MjM2MCwiZXhwIjoyMDk1NjU4MzYwfQ.hOA2efvOMFjcoFwfFNEoNNjIRSj-SUnsnyEGOm5wNfs') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,916] DEBUG hpack.hpack | Encoding 74 with 7 bits
[2026-06-08 11:27:38,916] DEBUG hpack.hpack | Adding (b'authorization', b'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImZwb21iYXppeW9tYmN6eWZkcnl0Iiwicm9sZSI6InNlcnZpY2Vfcm9sZSIsImlhdCI6MTc4MDA4MjM2MCwiZXhwIjoyMDk1NjU4MzYwfQ.hOA2efvOMFjcoFwfFNEoNNjIRSj-SUnsnyEGOm5wNfs') to the header table, sensitive:True, huffman:True
[2026-06-08 11:27:38,917] DEBUG hpack.hpack | Encoding 23 with 4 bits
[2026-06-08 11:27:38,918] DEBUG hpack.hpack | Encoding 181 with 7 bits
[2026-06-08 11:27:38,919] DEBUG hpack.hpack | Adding (b'accept-profile', b'public') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,919] DEBUG hpack.hpack | Encoding 73 with 7 bits
[2026-06-08 11:27:38,920] DEBUG hpack.hpack | Adding (b'content-profile', b'public') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,920] DEBUG hpack.hpack | Encoding 72 with 7 bits
[2026-06-08 11:27:38,920] DEBUG hpack.hpack | Adding (b'cookie', b'__cf_bm=9iQ4f.i9u0y84_fThN5o8wVgOAcAuIiwuE02tFLBm.4-1780936030.7875392-1.0.1.1-c.SKKgjU0b4RFrwvzFL1HtA1iE7WbExwhNI_7ALU3omjFTwvDzF9ItGj6QCtcSistQ4I3dITncA.QxK53HqSBIBCUpeuIyyB_cen_fu8uNb8J3QzMknuxiNemJ5DdYmu') to the header table, sensitive:False, huffman:True
[2026-06-08 11:27:38,921] DEBUG hpack.hpack | Encoding 71 with 7 bits
[2026-06-08 11:27:38,921] DEBUG hpack.hpack | Encoded header block to b'\x82\xd3\x87D\xdeb\xc2\xa1,w\x0b\x04=]\xcbb\x06\x93\x1e\xa4\x7f\x88-\x05"`\xa4\xa8@\xe6*>-Al\x88\xd2@^\xcb\x91\xc9\x1d\x0bM\x8daJ@\xac\xd3M6\xb4n4\x15\xa4#r\xc6W\x9a~F\xd9\xf8\xb0\xf4\x16\x02\xf6]\t\xb6B\xd4\x9f\x83\xd9!l\x80\x96\x14i,\x91\r+\xc8T\x13\xe2\x83Rd\xc0\x1f\xd2\xd1\xd0\xcf\xce\xcd\xcc\xcb\xca\x1f\x08\xff6\xbaQ\xd8[\x14/\xac\xb3\xc7\x88\x86\xd4l\xb98{\xc8\x1d&\xc8\x8c\x95ml\x97\xb29\x93\xad\x7f\x9coe}r\xfa\xcbY\x19\xd0mF\xcb\xeeO\xcb\xb3\xf3\xa7\x0f\xbf\xdd\xd9\x11\x92\xac\xb4~\x9b#\x99)\xfd\xf1\x18\x82n\x7f\x95\xd6^O\xa7\x9d:\\//\xde\xa4\xaa\x80d7\x83\x12\x97\xd1\xfb\xbb#\x99*\xd3A*\xfd\xaf\x98\xb8\xcaJ_G\xee\xec\x88\xc9M\x13\xc9{#\x9a7\x91\xad\x17\xe1kGM\x02\xd1{\xc1\xbf\x7f\'\xf1\x93\xa1\xfdh\xbf\xd4:zpkG\xbe~%\xd8\xbc\xfa\xa1\x11e\xef\xabF\x1e\x84>\x1f\x12\xe1\xd3\x80\xfat\xf4\xc9\xb7wE\xb7p\xa9\x15z\xc1\x8bU-\xf8\xd3*?\xc9\xc8\xc7'
[2026-06-08 11:27:38,922] DEBUG httpcore.http2 | send_request_headers.complete
[2026-06-08 11:27:38,923] DEBUG httpcore.http2 | send_request_body.started request=<Request [b'GET']> stream_id=13
[2026-06-08 11:27:38,923] DEBUG httpcore.http2 | send_request_body.complete
[2026-06-08 11:27:38,923] DEBUG httpcore.http2 | receive_response_headers.started request=<Request [b'GET']> stream_id=13
[2026-06-08 11:27:38,947] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:39,193] DEBUG hpack.hpack | Decoding b"\x88a\x96\xd0z\xbe\x94\x03\xcae\xb6\xa5\x04\x018\xa0\\\xb8'n2\xfa\x98\xb4o\xe9\xcc\xd6\x7f(\x8f\x18\x1e}\xa6J\x06\xe5dEe\x97\x16\xbb\xab\x17\xe7]\xd8`\x87\xab\xb9l@\xd2c\xd4\x8f\xf2\x83Rd\xc0\x1f\x83\xd9!l\x80\x96\x14i,\x91\r+\xc8T\x13\xe2\xc3\xd0X\x0b\xd9t&\xd9\x0bR~\x10Z\nD\xc1IP\x81\xccT|Z\x82\xd9\x11\xa4\x80\xbd\x97#\x92:\x16\x9b\x1a\xc2\x94\x81Y\xa6\x9amh\xdch+HF\xe5\x8c\xaf4\xfc\x8d\xb3\xe5\xe4\xe2\xe1\xe0\xdf\x7f\x1f\x9a\x00_(\xde\x04\xab\r\xe6\x80\xb3\xac\xbc\xf2\xc3u\xb9V}\xc9\nA\xbd#!\x10\x7f\xde\x7f\x1e\x012\xdd"
[2026-06-08 11:27:39,194] DEBUG hpack.hpack | Decoded 8, consumed 1 bytes
[2026-06-08 11:27:39,194] DEBUG hpack.hpack | Decoded (b':status', b'200'), consumed 1
[2026-06-08 11:27:39,195] DEBUG hpack.hpack | Decoded 33, consumed 1 bytes
[2026-06-08 11:27:39,195] DEBUG hpack.hpack | Decoded 22, consumed 1 bytes
[2026-06-08 11:27:39,195] DEBUG hpack.hpack | Decoded (b'date', b'Mon, 08 Jun 2026 16:27:39 GMT'), total consumed 24 bytes, indexed True
[2026-06-08 11:27:39,196] DEBUG hpack.hpack | Decoded 105, consumed 1 bytes
[2026-06-08 11:27:39,196] DEBUG hpack.hpack | Decoded (b'content-type', b'application/json; charset=utf-8'), consumed 1
[2026-06-08 11:27:39,196] DEBUG hpack.hpack | Decoded 76, consumed 1 bytes
[2026-06-08 11:27:39,196] DEBUG hpack.hpack | Decoded (b'content-length', <memory at 0x7f9005e547c0>), consumed 1
[2026-06-08 11:27:39,197] DEBUG hpack.hpack | Decoded 86, consumed 1 bytes
[2026-06-08 11:27:39,197] DEBUG hpack.hpack | Decoded (b'content-range', <memory at 0x7f900606ba00>), consumed 1
[2026-06-08 11:27:39,197] DEBUG hpack.hpack | Decoded 103, consumed 2 bytes
[2026-06-08 11:27:39,198] DEBUG hpack.hpack | Decoded 15, consumed 1 bytes
[2026-06-08 11:27:39,198] DEBUG hpack.hpack | Decoded (b'cf-ray', b'a08943e05f32e336-BOG'), total consumed 18 bytes, indexed True
[2026-06-08 11:27:39,198] DEBUG hpack.hpack | Decoded 103, consumed 1 bytes
[2026-06-08 11:27:39,198] DEBUG hpack.hpack | Decoded (b'cf-cache-status', b'DYNAMIC'), consumed 1
[2026-06-08 11:27:39,199] DEBUG hpack.hpack | Decoded 29, consumed 1 bytes
[2026-06-08 11:27:39,199] DEBUG hpack.hpack | Decoded 88, consumed 1 bytes
[2026-06-08 11:27:39,200] DEBUG hpack.hpack | Decoded (b'content-location', b'/conversations?limit=1&order=created_at.desc&role=eq.student&select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53'), total consumed 90 bytes, indexed True
[2026-06-08 11:27:39,200] DEBUG hpack.hpack | Decoded 101, consumed 1 bytes
[2026-06-08 11:27:39,200] DEBUG hpack.hpack | Decoded (b'server', b'cloudflare'), consumed 1
[2026-06-08 11:27:39,201] DEBUG hpack.hpack | Decoded 100, consumed 1 bytes
[2026-06-08 11:27:39,201] DEBUG hpack.hpack | Decoded (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), consumed 1
[2026-06-08 11:27:39,202] DEBUG hpack.hpack | Decoded 98, consumed 1 bytes
[2026-06-08 11:27:39,203] DEBUG hpack.hpack | Decoded (b'x-content-type-options', b'nosniff'), consumed 1
[2026-06-08 11:27:39,203] DEBUG hpack.hpack | Decoded 97, consumed 1 bytes
[2026-06-08 11:27:39,204] DEBUG hpack.hpack | Decoded (b'content-profile', b'public'), consumed 1
[2026-06-08 11:27:39,204] DEBUG hpack.hpack | Decoded 96, consumed 1 bytes
[2026-06-08 11:27:39,204] DEBUG hpack.hpack | Decoded (b'sb-gateway-version', <memory at 0x7f900606a440>), consumed 1
[2026-06-08 11:27:39,205] DEBUG hpack.hpack | Decoded 95, consumed 1 bytes
[2026-06-08 11:27:39,205] DEBUG hpack.hpack | Decoded (b'sb-project-ref', b'fpombaziyombczyfdryt'), consumed 1
[2026-06-08 11:27:39,206] DEBUG hpack.hpack | Decoded 94, consumed 2 bytes
[2026-06-08 11:27:39,206] DEBUG hpack.hpack | Decoded 26, consumed 1 bytes
[2026-06-08 11:27:39,206] DEBUG hpack.hpack | Decoded (b'sb-request-id', b'019ea80f-a840-7388-a75f-96deca8d3121'), total consumed 29 bytes, indexed True
[2026-06-08 11:27:39,206] DEBUG hpack.hpack | Decoded 94, consumed 1 bytes
[2026-06-08 11:27:39,207] DEBUG hpack.hpack | Decoded (b'x-envoy-attempt-count', <memory at 0x7f900606a500>), consumed 1
[2026-06-08 11:27:39,207] DEBUG hpack.hpack | Decoded 93, consumed 2 bytes
[2026-06-08 11:27:39,207] DEBUG hpack.hpack | Decoded 1, consumed 1 bytes
[2026-06-08 11:27:39,208] DEBUG hpack.hpack | Decoded (b'x-envoy-upstream-service-time', <memory at 0x7f9005e54c40>), total consumed 4 bytes, indexed True
[2026-06-08 11:27:39,208] DEBUG hpack.hpack | Decoded 93, consumed 1 bytes
[2026-06-08 11:27:39,208] DEBUG hpack.hpack | Decoded (b'alt-svc', b'h3=":443"; ma=86400'), consumed 1
[2026-06-08 11:27:39,209] DEBUG httpcore.http2 | receive_response_headers.complete return_value=(200, [(b'date', b'Mon, 08 Jun 2026 16:27:39 GMT'), (b'content-type', b'application/json; charset=utf-8'), (b'content-length', b'2'), (b'content-range', b'*/*'), (b'cf-ray', b'a08943e05f32e336-BOG'), (b'cf-cache-status', b'DYNAMIC'), (b'content-location', b'/conversations?limit=1&order=created_at.desc&role=eq.student&select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53'), (b'server', b'cloudflare'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'x-content-type-options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'fpombaziyombczyfdryt'), (b'sb-request-id', b'019ea80f-a840-7388-a75f-96deca8d3121'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'alt-svc', b'h3=":443"; ma=86400')])
[2026-06-08 11:27:39,211] INFO httpx | HTTP Request: GET https://fpombaziyombczyfdryt.supabase.co/rest/v1/conversations?select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53&role=eq.student&order=created_at.desc&limit=1 "HTTP/2 200 OK"
[2026-06-08 11:27:39,212] DEBUG httpcore.http2 | receive_response_body.started request=<Request [b'GET']> stream_id=13
[2026-06-08 11:27:39,213] DEBUG httpcore.http2 | receive_response_body.complete
[2026-06-08 11:27:39,214] DEBUG httpcore.http2 | response_closed.started stream_id=13
[2026-06-08 11:27:39,215] DEBUG httpcore.http2 | response_closed.complete
[2026-06-08 11:27:39,297] DEBUG httpcore.connection | connect_tcp.started host='openrouter.ai' port=443 local_address=None timeout=45 socket_options=None
[2026-06-08 11:27:39,299] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:39,473] DEBUG httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7f90060156a0>
[2026-06-08 11:27:39,474] DEBUG httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x7f900631e8f0> server_hostname='openrouter.ai' timeout=45
[2026-06-08 11:27:39,556] DEBUG httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7f900600b110>
[2026-06-08 11:27:39,557] DEBUG httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
[2026-06-08 11:27:39,559] DEBUG httpcore.http11 | send_request_headers.complete
[2026-06-08 11:27:39,560] DEBUG httpcore.http11 | send_request_body.started request=<Request [b'POST']>
[2026-06-08 11:27:39,561] DEBUG httpcore.http11 | send_request_body.complete
[2026-06-08 11:27:39,562] DEBUG httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
[2026-06-08 11:27:39,651] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:40,003] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:40,202] DEBUG httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Mon, 08 Jun 2026 16:27:40 GMT'), (b'Content-Type', b'text/event-stream'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Access-Control-Allow-Origin', b'*'), (b'Cache-Control', b'no-cache'), (b'X-Generation-Id', b'gen-1780936059-ZcRNsQyauWDqeL0Pkw21'), (b'access-control-expose-headers', b'X-Generation-Id,cf-ray'), (b'Permissions-Policy', b'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), (b'Referrer-Policy', b'no-referrer, strict-origin-when-cross-origin'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'a08943e45cf0aece-BOG')])
[2026-06-08 11:27:40,205] INFO httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-06-08 11:27:40,208] DEBUG httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
[2026-06-08 11:27:40,355] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:40,707] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:41,059] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
INFO:     127.0.0.1:57502 - "POST /api/ai/student-tutor HTTP/1.1" 200 OK
[2026-06-08 11:27:41,411] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:41,560] DEBUG httpcore.http11 | receive_response_body.failed exception=CancelledError("Cancelled via cancel scope 7f9005e550d0 by <Task pending name='starlette.middleware.base.BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.coro' coro=<BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.coro() running at /home/niko/.local/lib/python3.14/site-packages/starlette/middleware/base.py:144> cb=[TaskGroup._spawn.<locals>.task_done() at /home/niko/.local/lib/python3.14/site-packages/anyio/_backends/_asyncio.py:821]>")
[2026-06-08 11:27:41,561] DEBUG httpcore.http11 | response_closed.started
[2026-06-08 11:27:41,562] DEBUG httpcore.http11 | response_closed.complete
[2026-06-08 11:27:41,763] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:42,115] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:42,467] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:42,819] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:27:43,171] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
